sentences,label,quality
每一的意识有方向性地选择正确行为习惯规避及杜位员工可以通过这项活动逐步养成良好的行为习惯也是更进一步地夯实了安全工作中全员参与的基赋,员工,定性文本
线上心理团辅疫情封控期间公司联系心理咨询中心组织多场线上心理团辅活动活动主题包含长期疫情下的动态心理管理疫情期怎样助力孩子有效学习等,抗疫,定性文本
在服务保障现场做到了高度重视服务积极认真圆满的完成了二十大期间的服务保障任务客户也对集团售后人员的技术能力及服务素质表示了肯定和赞许,客户与消费者,定性文本
2023年是全面贯彻落实党的二十大精神的开局之年是深化落实十四五规划推动中牧股份高质量发展的攻坚之年是加快建成世界一流企业的关键之年,无关文本,无关文本
通过上述管控措施有关合资公司的合规性较往年有较大提升其中2022年度合资检查的符合率较2021年提高近20各区域合规守约意识不断提升,法律诉讼与外部处分,定量文本
在社会公益方面借助自身产业优势复星医药联合上海复星公益金会设立的星爱121专项基金在乡村振兴健康关爱支持教育等领域开展了多项公益活动,公益和志愿服务,定性文本
党委副书记总裁2022社会责任报告跨越双甲子携手创未来跨越双甲子携手创未来2022社会责任报告2022年是上海电气120周年司庆之年,无关文本,无关文本
将客户或项目的环境与气候风险管理作为客户选择准入授信审批贷后管理等环节的重要内容主动开展风险管控工作实现环境与气候风险信贷全流程管理,应对气候变化,定性文本
本报告内容按照一套既有程序厘定包括识别和排列重要的权益人识别和排列重要环境社会及管治议题收集报告相关资料对报告中的定量数据进行检视等,无关文本,无关文本
为积极回应国家政策要求及金融数字化转型的发展趋势新增金融科技议题展示公司在金融科技与证券业务融合数字化服务及产品创新方面的应用与实践,科技创新,定性文本
至此我国三代核电华龙一号示范项目全面建成投产标志着我国核电技术水平和综合实力跻身世界第一方阵有力支撑了我国从核电大国到核电强国的跨越,科技创新,定性文本
连续6年跻身中国最具价值品牌top50上海电气参建上海最大集中式光伏项目2022年11月11日上海电气召开会议学习贯彻党的二十大精神,科技创新,定性文本
层面A2A3资源使用环境及天然资源本行通过建行生活APP对接公交地铁共享单车等低碳场景为客户提供绿色能量权益兑换引导客户低碳生活方式,碳排放,定性文本
施工建设公司上中下游企业及其下属单位的生产设施全部取得排污许可证或已进行排污许可信息登记相关信息可在全国排污许可证管理信息平台上查询,废弃物管理,定性文本
对于违反反腐败规定的行为公司实施明确的处理举措会根据情节轻重分为通报暂停交易资格取消交易资格列入公司黑名单报请司法机关追究刑事责任等,反贪污反洗钱,定性文本
105层面B2健康与安全一般披露有关提供安全工作环境及保障雇员避免职业性危害的a政策及b遵守对发行人有重大影响的相关法律及规例的资料,员工,定性文本
切实做好对龙泉市西街街道岩后村的精准扶贫工作着力拓宽对口地区农产品销售渠道帮助提高对口结对地区农产品供应水平和质量助力打赢脱贫攻坚战,农村帮扶,定性文本
后续双方将充分发挥保理国企资源优势和前期积累的不良资产处置实践经验充分发挥阿里资产强大的数据库牌照优势资金优势共同打造特殊资产生态圈,无关文本,无关文本
支持帮扶乡村地区发展特色农业在甘肃省东乡县10个乡镇实现16175亩的藜麦种植带动4964户群众增收全年销售东乡藜麦超过7000万元,农村帮扶,定量文本
严格遵照国家法律法规相关要求规范信息安全管理创建安全稳定健康可靠的网络环境防范和杜绝网络与信息安全事件发生提升安全管理和技术防护能力,数据安全,定性文本
识别邀请投资者和可持续发展领域专家等利益相关方对议题重要性程度进行评估并结合内部员工对议题重要性程度的评价形成议题重要程度的二维评价,无关文本,无关文本
AI投顾中信证券人工智能团队基于智能云平台自主研发的智能投顾产品提供专业全面透明便捷的投资建议开放专业机构级的投资策略给中小客户使用,客户与消费者,定性文本
我们聚焦自身先进的业务水平与科技能力积极发挥在诸多地区及领域的优势持续不断地向贫困地区灾区等迫切需要帮助的区域提供资金人力及技术援助,公益和志愿服务,定性文本
6.1心系乡村助力振兴6.2坚守慈善大爱始终6.3社区关怀传递温情关键绩效指标B8.1专注贡献范畴如教育环境事宜劳工需求健康文化体育,公益和志愿服务,定性文本
P4849B2健康与安全一般披露有关提供安全工作环境及保障雇员避免职业性危害的1政策及2遵守对发行人有重大影响的相关法律及规定的资料,员工,定性文本
2022年Candy在英国和意大利推出了自己动手DoItYourself网站页面开发了更加轻松高效的数字化用户互动提高了售后交流效率,客户与消费者,定性文本
2021年度中国轻工业科技百强企业2022年8月10日海尔智家荣获中国轻工业联合会评选的2021年度中国轻工业科技百强企业榜单第一位,科技创新,定量文本
第23届中国外观专利金奖2022年4月15日国家知识产权局官网公示海尔智家凭借卡萨帝银河挂式空调获得第22届中国专利奖获得家电业金奖,知识产权保护,定量文本
首批国家级数字领航示范名单2022年10月31日工信部公示了2022年新一代信息技术与制造业融合发展试点示范名单海尔智家上榜且居榜首,科技创新,定量文本
GEA获评年度智能家电公司2022年1月13日GEA被IoTBreakthrough评选为年度智能家电公司这是GEA第四年获评该奖项,科技创新,定量文本
作为业务遍及世界多地的全球化企业上海电气持续推动运营地及项目开展地区生态平衡与生物多样性保护工作为实现人与自然和谐共生的愿景不断努力,生物多样性,定性文本
八报告的使用本鉴证报告对社会责任报告中选定的绩效信息发表有限保证鉴证意见仅供贵行董事会参考和使用无意亦不应该供特定方以外的任何人使用,无关文本,无关文本
在软件资源协同上双方共同建设了内外交流合作协同平台针对工业软件数字化热泵储能等共性技术领域方向组织了多场共研同商的沙龙论坛及培训活动,科技创新,定性文本
投研魔方平台深度投研服务一站式资源平台以服务平台化业务协同服务闭环运作为目标增强中信研究的内外部服务能力和客户粘性提升管理和研究效率,组织架构与运作,定性文本
为提高员工的积极性充分发挥员工的潜能拓展员工更多的职业可能性我们搭建了Y型职业发展通道旨在鼓励员工根据自身特点选择适合自己的发展通道,员工,定性文本
